y,x
210,621
210,622
211,620
211,621
212,618
212,619
226,595
229,638
232,641
243,565
251,624
252,625
253,564
255,565
257,562
257,563
257,564
260,621
260,622
261,621
262,565
262,566
263,565
263,569
263,570
263,571
263,572
263,576
263,580
263,581
263,584
263,585
263,587
263,591
263,592
263,596
263,600
263,602
263,607
263,608
263,609
263,627
263,629
263,630
263,631
263,632
263,633
263,634
263,635
264,586
300,505
302,502
305,408
305,494
307,488
307,491
308,488
308,489
308,492
308,494
310,488
311,488
312,488
312,491
319,488
327,421
327,422
327,423
327,424
327,425
327,426
327,427
328,417
328,418
328,421
328,422
328,428
328,429
328,430
328,431
328,432
328,556
329,449
329,503
329,504
329,505
329,506
329,507
329,510
329,511
329,551
329,557
330,495
330,501
330,502
330,504
330,505
330,506
330,522
330,526
330,530
330,531
330,532
330,533
330,534
330,535
330,542
330,544
330,545
330,546
330,547
330,548
330,549
330,550
330,551
330,552
330,553
330,555
330,561
330,562
331,585
331,586
332,572
332,577
332,579
332,582
332,584
332,585
332,586
332,587
332,588
332,599
332,600
332,601
332,605
332,612
332,613
332,614
332,625
333,570
333,579
333,580
333,583
333,584
333,589
333,590
333,591
333,604
333,605
333,606
333,607
333,608
333,617
334,570
334,578
334,581
334,582
334,583
334,639
336,570
337,570
338,570
340,570
341,569
