y,x
60,693
61,695
67,693
73,691
74,692
75,692
75,706
76,706
76,708
78,716
78,754
79,698
79,699
79,705
79,706
80,737
80,753
81,695
81,722
81,723
81,734
81,762
82,695
82,719
82,720
82,725
82,728
82,741
83,696
83,703
83,704
83,705
83,706
83,709
83,710
83,711
83,712
83,713
83,714
83,747
83,750
85,726
93,716
93,771
93,776
94,774
95,770
95,771
95,776
96,771
96,773
97,713
98,773
98,776
99,776
100,773
103,711
120,719
120,720
121,719
130,712
130,713
139,721
139,722
139,723
139,724
144,773
156,771
156,774
157,770
157,771
157,773
158,772
158,773
158,774
163,765
167,764
167,765
167,766
167,767
168,739
168,744
168,747
168,748
168,749
168,750
168,751
168,752
168,760
168,761
168,762
168,763
168,764
168,765
168,766
168,767
169,708
169,709
169,713
169,715
169,718
169,719
169,720
169,726
169,729
169,737
169,739
169,740
169,743
169,747
169,748
169,749
169,750
169,751
169,752
169,753
169,755
169,756
169,759
169,761
169,762
169,763
169,766
169,767
169,768
170,693
170,694
170,695
170,726
170,727
170,737
170,739
170,745
170,747
170,748
170,759
170,760
170,761
171,713
171,758
172,689
172,705
172,706
172,713
182,696
183,696
183,697
189,685
189,694
189,695
205,685
226,689
230,684
245,689
246,690
247,689
248,689
253,683
255,683
259,687
268,766
269,766
270,766
274,762
275,763
276,764
279,764
280,765
283,764
284,765
284,767
287,765
289,766
290,764
290,766
291,763
291,764
292,763
293,386
293,387
293,388
293,389
293,390
293,691
293,764
294,385
294,391
294,764
296,379
296,687
297,687
297,765
298,387
298,389
298,765
299,366
299,368
299,383
299,384
299,385
299,386
299,387
299,765
300,366
300,374
300,375
300,376
300,388
300,391
300,692
300,765
301,366
301,367
301,390
301,765
302,369
302,370
302,765
302,766
303,369
303,370
303,371
303,372
303,373
303,374
303,375
303,691
303,764
303,765
304,764
304,765
305,390
306,691
306,692
307,372
307,374
307,398
307,762
308,389
308,390
308,391
308,688
308,689
308,761
309,373
309,374
309,387
309,388
309,389
309,390
309,391
309,687
309,689
309,761
309,762
310,369
310,370
310,371
310,372
310,373
310,374
310,375
310,383
310,384
310,762
310,763
310,764
311,369
311,370
311,763
312,687
312,763
313,375
313,762
313,763
313,765
314,687
314,762
314,765
314,766
316,693
317,762
317,763
317,764
318,762
318,763
318,764
318,765
319,763
320,379
320,762
320,763
321,380
321,382
323,688
323,764
323,765
324,381
324,382
324,762
324,763
324,764
324,765
325,381
325,382
325,383
325,764
325,765
325,766
326,761
326,764
326,765
327,761
327,762
327,763
327,764
327,765
328,761
328,763
328,764
329,761
329,764
329,765
329,766
330,387
330,390
330,764
330,766
330,767
331,389
331,805
331,807
331,808
332,691
332,754
332,766
332,804
332,806
332,809
332,810
332,811
332,812
332,814
332,819
332,826
333,686
333,693
333,747
333,748
333,749
333,757
333,758
333,764
333,765
333,766
333,768
333,769
333,773
333,775
333,781
333,820
333,821
333,827
334,680
334,682
334,683
334,684
334,685
334,686
334,687
334,688
334,694
334,697
334,700
334,701
334,702
334,703
334,707
334,708
334,719
334,725
334,726
334,729
334,730
334,738
334,740
334,741
334,742
334,749
334,750
334,751
334,752
334,753
334,754
334,755
334,756
334,758
334,759
334,761
334,764
334,765
334,766
334,785
334,787
334,788
334,827
334,828
334,829
335,678
335,679
335,680
335,681
335,682
335,683
335,684
335,685
335,686
335,687
335,688
335,689
335,690
335,691
335,692
335,693
335,694
335,695
335,696
335,697
335,698
335,699
335,700
335,701
335,702
335,703
335,704
335,705
335,706
335,707
335,708
335,709
335,710
335,711
335,712
335,713
335,714
335,715
335,716
335,717
335,718
335,719
335,720
335,721
335,722
335,723
335,724
335,726
335,727
335,729
335,730
335,731
335,732
335,733
335,734
335,735
335,736
335,737
335,738
335,739
335,740
335,741
335,742
335,743
335,744
335,745
335,746
335,747
335,748
335,749
335,750
335,751
335,752
335,753
335,754
335,755
335,756
336,677
336,678
336,679
336,680
336,681
336,682
336,683
336,684
336,685
336,686
336,687
336,688
336,689
336,690
336,691
336,692
336,693
336,695
336,696
336,697
336,698
336,699
336,700
336,701
336,702
336,703
336,704
336,705
336,706
336,707
336,708
336,709
336,710
336,711
336,712
336,713
336,714
336,715
336,716
336,717
336,718
336,719
336,722
336,723
336,724
336,725
336,726
336,727
336,728
336,729
336,730
336,731
336,732
336,733
336,734
336,735
336,736
336,737
336,743
336,744
336,745
336,746
336,747
336,748
336,749
336,750
336,751
336,752
337,677
337,679
337,680
337,681
337,682
337,683
337,684
337,685
337,686
337,687
337,689
337,692
337,698
337,699
337,700
337,710
337,714
337,725
337,726
337,727
337,728
337,729
338,680
338,682
338,683
338,685
339,682
339,798
340,679
340,680
340,681
340,682
340,683
340,684
341,679
341,680
341,681
341,682
341,683
341,684
342,679
342,681
342,682
342,683
342,684
342,685
342,686
343,679
343,682
343,683
343,686
344,679
344,680
344,681
344,682
344,686
345,679
345,680
345,681
345,682
345,685
346,678
346,679
346,680
346,681
346,682
346,685
347,680
347,681
347,686
348,678
348,679
348,680
348,681
348,686
349,678
349,681
349,686
350,678
350,681
350,686
351,678
351,686
352,678
352,686
353,684
353,685
353,686
354,681
354,684
354,686
355,683
356,686
357,681
358,681
358,682
358,683
358,684
358,686
359,681
359,683
360,681
360,682
360,686
361,677
361,681
361,682
362,677
362,681
362,682
363,677
364,682
365,677
366,677
367,681
368,677
369,681
370,681
370,686
371,681
372,681
372,683
373,681
375,681
376,681
376,682
376,683
376,684
376,685
377,681
377,682
377,685
378,680
378,682
379,680
379,681
380,680
380,681
380,682
381,679
381,680
381,681
381,682
381,683
382,680
382,681
382,682
382,683
382,684
382,685
382,686
383,676
383,681
383,682
383,683
383,684
383,685
384,676
384,680
384,681
384,682
384,683
384,685
385,680
385,681
385,682
385,685
386,677
386,680
386,681
386,682
386,683
386,684
386,685
387,681
387,683
388,676
390,676
390,681
391,676
391,681
391,682
392,676
392,681
393,681
394,676
394,685
395,680
395,681
395,685
396,676
396,679
396,681
396,685
397,676
397,679
397,680
397,681
397,682
398,676
398,677
398,679
398,680
398,681
398,682
398,683
399,680
399,681
399,682
399,685
400,676
400,679
400,680
400,681
400,682
402,677
402,682
402,685
403,680
403,682
404,681
404,682
404,683
404,684
405,680
405,681
405,682
405,685
406,683
406,684
406,685
407,676
407,684
407,779
407,780
407,782
407,784
408,676
408,679
408,680
408,681
408,682
408,683
408,684
408,791
408,821
409,680
409,685
409,766
409,767
409,774
409,775
409,776
409,779
409,780
409,781
409,782
409,783
409,787
409,788
409,789
409,790
409,791
409,792
409,793
409,794
409,795
409,796
409,797
409,798
409,799
409,803
409,804
410,676
410,685
410,687
410,748
410,749
410,750
410,765
410,766
410,768
410,769
410,771
410,773
410,774
410,775
410,776
410,777
410,778
410,779
410,780
410,781
410,782
410,784
410,785
410,786
410,787
410,788
410,789
410,790
410,791
410,792
410,793
410,794
410,795
410,796
410,797
410,798
410,799
410,800
410,801
410,802
410,803
410,804
410,805
410,806
410,807
410,808
410,809
410,810
410,813
410,814
410,815
