y,x
204,1184
204,1185
205,1177
205,1178
205,1179
205,1180
205,1181
205,1182
205,1183
205,1184
205,1185
205,1186
205,1187
205,1189
205,1190
206,1177
206,1178
206,1179
206,1180
206,1181
206,1182
206,1185
206,1186
206,1187
206,1188
206,1189
206,1190
206,1191
207,1150
207,1151
207,1152
207,1153
207,1154
207,1178
207,1179
207,1180
207,1182
207,1183
207,1188
207,1189
207,1190
207,1191
207,1192
208,1149
208,1150
208,1151
208,1152
208,1153
208,1154
208,1178
208,1187
208,1188
208,1189
208,1190
208,1191
208,1192
208,1193
208,1194
209,1150
209,1174
209,1175
209,1179
209,1181
209,1182
209,1183
209,1184
209,1185
209,1186
209,1188
209,1189
209,1190
209,1191
209,1192
209,1193
209,1194
210,1169
210,1170
210,1171
210,1173
210,1191
211,1121
211,1122
211,1123
211,1146
211,1147
212,1120
212,1121
212,1132
212,1133
212,1134
212,1135
212,1136
212,1137
212,1146
213,1091
213,1113
213,1114
213,1115
213,1116
213,1117
213,1118
213,1130
213,1131
213,1132
213,1133
213,1134
213,1135
213,1136
213,1137
213,1138
213,1139
213,1140
213,1141
213,1142
213,1143
214,1090
214,1091
214,1092
214,1093
214,1101
214,1105
214,1108
214,1109
214,1110
214,1111
214,1112
214,1113
214,1114
214,1115
214,1116
214,1117
214,1118
214,1129
214,1130
214,1131
214,1132
214,1133
214,1134
214,1135
214,1140
214,1141
214,1142
215,1087
215,1088
215,1090
215,1091
215,1092
215,1105
215,1106
215,1107
215,1108
215,1109
215,1110
215,1111
215,1129
215,1130
215,1131
216,1085
216,1086
216,1087
216,1088
216,1104
216,1105
216,1106
216,1107
216,1108
216,1109
216,1110
216,1129
216,1130
217,1074
217,1075
217,1076
217,1077
217,1083
217,1085
217,1086
217,1087
217,1088
217,1103
217,1104
217,1105
217,1106
218,1070
218,1071
218,1072
218,1073
218,1074
218,1075
218,1076
218,1077
218,1078
218,1082
218,1083
218,1084
218,1085
218,1086
218,1104
218,1105
219,1066
219,1067
219,1068
219,1069
219,1070
219,1071
219,1072
219,1074
219,1075
219,1076
219,1080
219,1081
219,1082
219,1083
220,1055
220,1056
220,1057
220,1058
220,1059
220,1060
220,1061
220,1062
220,1063
220,1064
220,1066
220,1067
220,1068
220,1069
220,1070
220,1082
220,1083
220,1101
220,1102
220,1103
221,1049
221,1055
221,1056
221,1057
221,1058
221,1059
221,1060
221,1061
221,1062
221,1063
221,1064
221,1065
221,1066
221,1067
221,1068
221,1082
221,1083
221,1096
221,1097
221,1098
221,1103
222,1048
222,1049
222,1050
222,1052
222,1053
222,1054
222,1055
222,1056
222,1057
222,1058
222,1059
222,1060
222,1064
222,1065
222,1066
222,1067
222,1068
222,1094
222,1100
222,1101
223,1049
223,1050
223,1051
223,1052
223,1053
223,1054
223,1055
223,1056
223,1057
223,1065
223,1066
223,1089
223,1090
223,1091
223,1092
223,1093
223,1094
223,1096
224,1047
224,1048
224,1049
224,1050
224,1051
224,1052
224,1053
224,1054
224,1065
225,1045
225,1046
225,1047
225,1048
225,1049
225,1050
225,1051
225,1052
226,1040
226,1041
226,1042
226,1043
226,1044
226,1045
226,1046
226,1047
226,1048
226,1049
227,1038
227,1039
227,1040
227,1041
227,1042
227,1043
227,1044
227,1045
227,1046
227,1047
228,1037
228,1038
228,1039
228,1040
228,1041
228,1042
228,1043
228,1044
229,1025
229,1026
229,1027
229,1028
229,1035
229,1036
229,1037
229,1038
229,1039
229,1040
230,1022
230,1023
230,1024
230,1025
230,1026
230,1027
230,1028
230,1029
230,1030
230,1031
230,1032
230,1033
230,1034
230,1035
230,1036
230,1037
230,1038
230,1039
230,1040
231,1020
231,1021
231,1022
231,1023
231,1024
231,1025
231,1026
231,1027
231,1028
231,1029
231,1030
231,1031
231,1032
231,1033
231,1034
231,1035
231,1036
231,1037
231,1038
231,1039
231,1040
231,1041
231,1042
231,1043
232,1019
232,1020
232,1021
232,1022
232,1023
232,1024
232,1025
232,1026
232,1027
232,1028
232,1029
232,1030
232,1031
232,1032
232,1033
232,1034
232,1035
232,1036
232,1037
232,1038
232,1039
232,1040
232,1041
232,1042
232,1043
232,1044
233,1007
233,1010
233,1011
233,1012
233,1013
233,1014
233,1015
233,1016
233,1017
233,1018
233,1019
233,1020
233,1021
233,1022
233,1023
233,1024
233,1025
233,1026
233,1027
233,1028
233,1029
233,1030
233,1031
233,1032
233,1033
233,1034
233,1035
233,1036
233,1037
233,1038
233,1039
234,1008
234,1009
234,1010
234,1011
234,1012
234,1013
234,1014
234,1015
234,1016
234,1017
234,1018
234,1019
234,1020
234,1021
234,1022
234,1023
234,1024
234,1025
234,1026
234,1027
234,1028
234,1029
234,1030
234,1031
234,1032
234,1033
234,1034
234,1035
234,1036
234,1037
235,1008
235,1009
235,1010
235,1011
235,1012
235,1013
235,1014
235,1015
235,1016
235,1017
235,1018
235,1019
235,1020
235,1021
235,1022
235,1023
235,1024
235,1025
235,1026
235,1027
235,1028
235,1029
235,1030
235,1031
235,1032
235,1033
236,1008
236,1009
236,1010
236,1011
236,1012
236,1013
236,1014
236,1015
236,1016
236,1017
236,1018
236,1019
236,1020
236,1021
236,1022
236,1023
236,1024
236,1025
236,1026
236,1027
236,1028
236,1029
236,1030
236,1031
236,1032
237,1007
237,1008
237,1009
237,1010
237,1011
237,1012
237,1013
237,1014
237,1015
237,1016
237,1017
237,1018
237,1019
237,1020
237,1021
237,1022
237,1023
237,1024
237,1025
237,1026
237,1027
237,1028
237,1029
237,1030
238,1008
238,1009
238,1010
238,1011
238,1012
238,1013
238,1014
238,1015
238,1016
238,1017
238,1018
238,1019
238,1020
238,1021
238,1022
238,1024
238,1025
238,1026
239,988
239,989
239,990
239,1010
239,1011
239,1012
239,1013
239,1014
239,1015
239,1016
239,1017
239,1018
239,1023
240,980
240,983
240,984
240,985
240,986
240,987
240,988
240,989
240,990
240,1010
240,1011
240,1012
240,1013
240,1014
240,1015
240,1016
240,1017
240,1019
240,1020
241,956
241,957
241,958
241,983
241,984
241,985
241,986
241,987
241,988
241,989
241,1011
241,1012
241,1013
241,1016
242,954
242,955
242,956
242,957
242,958
242,984
242,1011
242,1012
242,1013
243,954
243,955
243,956
243,957
243,958
244,956
244,957
245,964
245,966
246,960
246,961
246,962
246,963
246,964
246,965
309,830
310,829
310,830
312,829
326,808
327,806
327,807
333,810
333,811
361,758
361,759
361,769
361,770
361,771
361,772
362,768
362,769
362,770
362,771
362,772
363,765
363,766
363,767
363,768
363,769
363,770
363,771
363,772
364,764
364,765
364,766
364,767
365,726
365,728
365,729
365,730
365,731
365,732
365,733
365,734
365,735
365,736
365,760
365,761
365,764
365,765
366,726
366,727
366,728
366,729
366,730
366,731
366,732
366,733
366,734
366,735
366,736
366,737
366,738
366,760
366,761
367,724
367,725
367,727
367,728
367,729
367,732
367,733
367,735
367,736
367,737
367,738
368,643
368,719
368,724
368,725
368,726
368,727
368,728
368,731
368,732
368,733
368,734
368,735
368,736
368,737
368,738
369,652
369,653
369,660
369,719
369,720
369,721
369,723
369,724
369,725
369,726
369,727
369,728
369,729
369,730
369,731
369,732
369,733
369,734
370,627
370,651
370,652
370,653
370,654
370,718
370,719
370,720
370,721
370,722
370,723
370,724
370,725
370,726
370,727
370,728
370,729
370,730
370,732
371,624
371,625
371,626
371,627
371,628
371,648
371,649
371,650
371,651
371,652
371,653
371,654
371,717
371,718
371,719
371,720
371,721
371,722
371,723
371,724
371,725
371,726
371,727
372,621
372,622
372,623
372,627
372,628
372,629
372,630
372,632
372,633
372,634
372,635
372,636
372,637
372,638
372,639
372,640
372,641
372,642
372,643
372,644
372,645
372,646
372,648
372,649
372,650
372,651
372,652
372,653
372,654
372,665
372,666
372,667
372,668
372,669
372,670
372,671
372,674
372,675
372,676
372,677
372,684
372,701
372,702
372,715
372,716
372,717
372,718
372,719
372,720
372,721
372,722
372,723
373,622
373,627
373,628
373,629
373,630
373,631
373,632
373,633
373,634
373,635
373,636
373,638
373,639
373,640
373,641
373,642
373,643
373,644
373,651
373,652
373,656
373,657
373,658
373,665
373,666
373,667
373,673
373,674
373,675
373,676
373,679
373,680
373,681
373,683
373,684
373,685
373,686
373,696
373,700
373,701
373,702
373,703
373,704
373,705
373,706
373,707
373,708
373,709
373,710
373,711
373,712
373,713
373,714
373,715
373,716
373,717
374,629
374,630
374,631
374,632
374,633
374,634
374,635
374,657
374,658
374,659
374,660
374,662
374,663
374,664
374,665
374,673
374,674
374,675
374,679
374,680
374,681
374,684
374,685
374,686
374,695
374,696
374,697
374,698
374,699
374,700
374,701
374,702
374,703
374,704
374,705
374,706
374,707
374,708
374,709
374,710
374,711
374,712
374,713
374,714
374,715
374,716
375,623
375,624
375,625
375,651
375,657
375,658
375,659
375,660
375,661
375,662
375,663
375,664
375,673
375,674
375,675
375,676
375,677
375,678
375,679
375,680
375,681
375,684
375,694
375,695
375,696
375,697
375,698
375,699
375,700
375,701
375,702
375,703
375,704
375,705
375,706
375,707
375,708
375,709
375,710
375,711
375,712
